income,loan_amount,credit_score,credit_utilization,delinquencies,repayment_score,employment_years,dti,ltv,employment_type,loan_purpose,defaulted
56726.86,45381.48,603,0.2812,0,77.7,1.6,0.2277,0.3741,Full-time,Debt Consolidation,0
22755.53,18204.42,668,0.273,1,59.8,2.4,0.3311,0.3766,Full-time,Debt Consolidation,1
76359.65,15841.84,556,0.0935,0,61.7,9.0,0.0586,0.0538,Unemployed,Home Improvement,1
40579.79,2712.7,762,0.2427,0,78.5,5.4,0.0591,0.05,Part-time,Home Improvement,0
50974.04,10603.69,613,0.3299,2,57.3,6.1,0.1436,0.0579,Full-time,Debt Consolidation,0
72185.52,30719.1,645,0.2802,0,84.1,1.2,0.1301,0.138,Part-time,Debt Consolidation,0
98024.52,6323.62,767,0.3617,0,98.8,4.8,0.0421,0.05,Unemployed,Debt Consolidation,0
44398.78,23182.59,691,0.2604,0,87.3,3.8,0.1675,0.1922,Full-time,Debt Consolidation,0
44720.32,5680.61,555,0.7756,0,33.7,4.6,0.1554,0.0646,Full-time,Debt Consolidation,1
95641.24,15143.0,538,0.2205,0,56.6,5.2,0.0546,0.05,Full-time,Debt Consolidation,0
70678.85,19625.36,654,0.1811,0,41.0,8.9,0.0851,0.1012,Part-time,Home Improvement,0
57831.14,20663.94,648,0.1227,3,81.5,2.8,0.1633,0.1305,Full-time,Debt Consolidation,0
46769.4,10258.14,850,0.6203,0,98.2,4.1,0.1481,0.105,Full-time,Education,0
67258.91,21350.3,664,0.1939,0,47.1,5.2,0.0969,0.0812,Self-employed,Debt Consolidation,0
36424.86,8481.17,678,0.0873,0,62.7,4.9,0.0731,0.1287,Part-time,Debt Consolidation,0
47594.94,18388.59,830,0.2494,1,69.0,4.7,0.1557,0.1443,Full-time,Debt Consolidation,0
101519.68,2766.66,612,0.1026,0,41.7,4.4,0.0138,0.05,Full-time,Major Purchase,0
104897.15,21782.27,683,0.1445,0,100.0,4.1,0.0598,0.0659,Self-employed,Debt Consolidation,0
82878.46,7338.92,550,0.3544,0,53.4,4.5,0.052,0.05,Full-time,Debt Consolidation,0
37858.3,8515.43,661,0.1986,0,71.8,8.2,0.0917,0.0551,Full-time,Debt Consolidation,0
81203.45,36900.49,701,0.3519,2,68.1,3.2,0.1698,0.1245,Full-time,Debt Consolidation,0
127206.42,2206.23,724,0.3353,1,86.3,3.5,0.0326,0.05,Full-time,Home Improvement,0
43804.68,7549.75,720,0.2595,0,45.0,6.2,0.084,0.0771,Full-time,Major Purchase,0
37628.06,25943.54,622,0.2795,1,45.2,4.7,0.2508,0.2272,Full-time,Major Purchase,1
56782.76,31381.01,696,0.19,0,55.6,6.7,0.1567,0.1523,Self-employed,Debt Consolidation,0
127987.09,9811.51,647,0.6003,1,82.7,2.1,0.0615,0.05,Full-time,Education,0
39316.98,31453.58,723,0.1738,1,88.7,7.5,0.2543,0.2675,Full-time,Debt Consolidation,0
42655.07,6161.76,607,0.2611,0,76.0,0.9,0.0787,0.05,Part-time,Home Improvement,0
26983.69,3347.06,609,0.4477,1,73.1,1.8,0.1937,0.05,Full-time,Debt Consolidation,0
40603.6,3057.06,715,0.3525,0,68.4,4.5,0.0806,0.05,Full-time,Debt Consolidation,1
85923.02,10102.37,724,0.1004,2,47.8,5.8,0.0646,0.0729,Full-time,Debt Consolidation,0
54539.02,25830.36,601,0.2369,0,66.1,4.6,0.1449,0.1178,Full-time,Debt Consolidation,0
110884.8,8422.46,627,0.594,0,73.3,2.7,0.0568,0.05,Full-time,Home Improvement,0
27928.71,4221.42,629,0.259,0,86.6,16.6,0.103,0.05,Full-time,Debt Consolidation,0
31352.23,25081.78,655,0.1817,0,88.0,5.5,0.2337,0.269,Full-time,Debt Consolidation,0
43026.22,34420.98,628,0.0619,0,53.0,6.4,0.2024,0.3745,Part-time,Debt Consolidation,0
135993.9,2385.23,710,0.1255,0,88.6,6.6,0.0109,0.05,Full-time,Education,0
21255.61,17004.49,588,0.2949,0,99.7,3.3,0.2919,0.2361,Self-employed,Business,0
20992.47,16793.98,628,0.506,0,74.2,3.1,0.3656,0.2564,Full-time,Major Purchase,0
27594.13,13992.7,754,0.1326,0,100.0,10.5,0.1563,0.1403,Full-time,Business,0
56877.22,4495.53,733,0.3395,1,96.4,3.3,0.083,0.05,Full-time,Major Purchase,0
22214.66,17771.73,743,0.5056,1,100.0,6.0,0.4099,0.1885,Full-time,Debt Consolidation,0
34494.85,11365.07,644,0.2566,0,84.7,2.0,0.1326,0.1453,Full-time,Major Purchase,0
50497.9,31266.91,677,0.351,0,92.5,6.2,0.1986,0.1549,Full-time,Business,0
46715.16,12660.06,437,0.1714,0,17.8,2.9,0.0915,0.0869,Full-time,Debt Consolidation,0
57853.04,19019.12,754,0.3715,1,67.7,2.8,0.1459,0.1152,Self-employed,Home Improvement,0
57423.09,6847.78,759,0.1887,0,74.3,7.7,0.0523,0.05,Full-time,Business,0
41379.49,33103.59,526,0.4144,0,44.7,2.2,0.2641,0.186,Full-time,Home Improvement,1
107114.75,26287.64,583,0.0735,0,48.0,8.4,0.0638,0.0629,,Debt Consolidation,0
74625.47,56960.65,619,0.2001,0,86.3,1.5,0.2025,0.3058,Full-time,Debt Consolidation,0
31017.14,5984.72,703,0.1566,0,,,0.0827,0.0958,Full-time,Home Improvement,1
52156.21,31543.3,589,0.2594,0,60.9,6.8,0.181,0.1577,Full-time,Debt Consolidation,1
71386.35,7521.4,578,0.5132,0,58.4,9.9,0.077,0.057,Full-time,Debt Consolidation,0
47890.7,35502.39,631,0.2825,1,100.0,2.7,0.2454,0.3924,Self-employed,Debt Consolidation,0
62096.3,6543.62,557,0.3487,2,39.4,7.2,0.1044,0.05,Full-time,Debt Consolidation,1
46025.59,9801.52,699,0.347,2,81.2,4.7,0.1575,0.0616,Full-time,Debt Consolidation,0
26894.2,6437.56,605,0.2786,1,80.0,5.2,0.1766,0.1346,Part-time,Debt Consolidation,0
32732.28,26185.82,721,0.2027,0,76.6,0.7,0.2366,0.2132,Full-time,Debt Consolidation,0
40872.21,12599.89,608,0.306,0,91.8,4.6,0.1279,0.0916,Full-time,Major Purchase,0
57822.17,46257.74,739,0.1847,1,94.2,14.3,0.2358,0.3527,Full-time,Home Improvement,0
60712.41,16471.26,616,0.2904,0,52.0,11.0,0.0996,0.1017,Part-time,Major Purchase,0
86843.3,4175.51,590,0.3483,0,45.1,7.7,0.0404,0.05,Self-employed,Business,0
46293.05,18775.41,673,0.2865,0,51.7,7.1,0.1419,0.1099,Full-time,Debt Consolidation,0
84261.47,4171.56,801,0.5876,0,100.0,6.7,0.0621,0.05,Full-time,Major Purchase,0
99991.05,16355.61,834,0.2251,0,100.0,2.7,0.0555,0.0915,Part-time,Major Purchase,0
96565.15,38394.54,668,0.0981,0,96.5,4.3,0.1027,0.11,Full-time,Debt Consolidation,0
183363.21,4189.16,670,0.2682,1,76.6,7.4,0.0226,0.05,Full-time,Debt Consolidation,0
117389.37,8000.16,645,0.2296,1,78.1,2.1,0.0407,0.05,Full-time,Major Purchase,0
30813.12,6033.02,671,0.2415,1,59.5,3.3,0.1424,0.0802,Full-time,Business,0
77854.5,2620.35,637,0.2225,0,70.0,2.4,0.0287,0.05,Full-time,Debt Consolidation,0
19476.21,15580.97,767,0.3983,2,100.0,6.6,0.4625,0.3494,Full-time,Business,0
24854.9,4890.28,814,0.5413,0,80.2,3.7,0.204,0.0937,,Debt Consolidation,0
139175.13,39391.77,610,0.2987,0,89.7,3.8,0.0834,0.0686,Full-time,Debt Consolidation,1
25599.1,20479.28,599,0.0966,0,99.5,3.1,0.2192,0.1908,Full-time,Education,0
161965.88,23423.56,669,0.3043,1,65.6,5.1,0.0556,0.05,Full-time,Education,0
36009.12,4208.73,486,0.2187,0,69.4,6.5,0.0718,0.0563,Full-time,Major Purchase,0
46217.06,19413.56,760,0.2951,0,100.0,3.8,0.1468,0.129,Self-employed,Debt Consolidation,0
88282.83,4231.18,819,0.383,0,88.3,10.1,0.0427,0.05,Self-employed,Home Improvement,0
22308.31,17846.65,747,0.4182,0,87.2,3.6,0.327,0.3548,Full-time,Major Purchase,0
96128.72,76902.98,700,0.3143,1,100.0,2.1,0.228,0.1985,Full-time,Home Improvement,0
32161.46,25729.17,624,0.15,0,86.1,4.7,0.2256,0.3683,Full-time,Education,0
45445.01,36356.01,537,0.0989,0,53.8,4.7,0.2077,0.2215,Full-time,Major Purchase,0
55875.51,16180.03,734,0.3231,0,70.9,12.7,0.1111,0.1734,Self-employed,Debt Consolidation,0
45193.0,19500.28,678,0.6349,1,60.8,7.1,0.2313,0.1751,Full-time,Debt Consolidation,0
30123.51,9549.22,749,0.2809,0,59.6,11.4,0.1432,0.0946,Full-time,Debt Consolidation,0
48867.21,13430.44,694,0.0883,2,95.6,2.9,0.1281,0.1644,Full-time,Major Purchase,0
33895.93,6976.85,612,0.3471,0,61.8,19.1,0.1231,0.0589,Full-time,Home Improvement,0
51502.48,5886.34,770,0.2405,0,100.0,11.1,0.061,0.05,Full-time,Debt Consolidation,0
69286.41,18992.19,678,0.2248,0,62.3,3.8,0.0891,0.0783,Full-time,Business,0
103478.83,58999.49,546,0.1053,3,44.6,10.6,0.179,0.198,Full-time,Home Improvement,1
182982.32,5103.76,539,0.6279,1,64.5,3.0,0.038,0.05,Full-time,Debt Consolidation,1
77929.72,44971.22,512,0.3174,0,50.2,1.0,0.1678,0.2178,Self-employed,Education,1
95732.43,38905.65,744,0.3692,0,58.6,7.4,0.1253,0.1075,Full-time,Debt Consolidation,0
74656.64,14016.31,598,0.239,0,82.6,2.6,0.0681,0.0809,Full-time,Home Improvement,0
20157.49,5226.86,694,0.3172,0,88.3,4.6,0.1755,0.1093,Full-time,Debt Consolidation,0
43641.41,24390.28,520,0.3318,0,65.2,4.9,0.1889,0.1474,Full-time,Debt Consolidation,0
37492.33,28725.08,700,0.2932,1,60.1,5.3,0.2722,0.2126,Self-employed,Debt Consolidation,0
59894.35,33103.58,737,0.1445,0,100.0,6.9,0.15,0.143,Full-time,Debt Consolidation,0
98311.83,6172.84,598,0.1824,2,80.2,5.9,0.0528,0.05,Full-time,Debt Consolidation,0
71822.49,20535.96,689,0.5777,1,97.7,5.8,0.1432,0.1125,Full-time,Home Improvement,0
46408.32,16424.88,581,0.2529,1,66.9,3.1,0.15,0.0907,Full-time,Home Improvement,0
56391.35,20681.14,682,0.0336,0,100.0,1.4,0.0923,0.0951,Full-time,Education,0
144872.21,13821.1,589,0.2449,0,57.9,4.8,0.0351,0.0507,Full-time,Home Improvement,0
51816.98,12593.21,544,0.3194,0,49.8,5.1,0.1027,0.1139,Full-time,Home Improvement,0
36651.68,29321.35,638,0.4969,0,70.1,6.4,0.2896,0.3728,Self-employed,Business,1
83694.52,49538.34,697,0.0914,2,70.2,16.7,0.1786,0.1414,Full-time,Debt Consolidation,0
43885.89,8892.76,584,0.3002,0,70.1,5.7,0.0979,0.1257,Part-time,Major Purchase,0
57374.28,29635.93,584,0.294,1,55.7,7.0,0.1818,0.2522,Full-time,Major Purchase,1
31196.07,24956.85,732,0.5201,1,98.1,4.5,0.3505,0.1818,Full-time,Major Purchase,0
43700.58,34960.47,693,0.6885,0,60.6,11.0,0.3054,0.3207,Full-time,Debt Consolidation,0
72860.7,36641.79,700,0.1698,0,84.8,5.3,0.1375,0.1992,Full-time,Debt Consolidation,0
60152.35,2660.4,747,0.3785,0,89.0,3.0,0.0559,0.05,Full-time,Education,0
32196.13,25756.9,699,0.5796,0,66.3,5.4,0.3216,0.2022,Full-time,Home Improvement,0
28721.29,22977.03,627,0.1874,0,52.7,7.2,0.239,0.2734,Full-time,Debt Consolidation,0
37279.02,29823.22,702,0.1512,0,62.1,6.6,0.2212,0.3363,Full-time,Major Purchase,0
61034.42,5116.75,669,0.3568,0,61.2,5.7,0.0622,0.05,Full-time,Education,0
43872.15,35097.72,574,0.363,0,47.6,6.2,0.2516,0.3808,Part-time,Debt Consolidation,1
35858.16,21014.07,749,0.4569,0,85.5,8.5,0.2324,0.2876,Full-time,Home Improvement,0
66024.91,10247.02,588,0.2125,0,72.5,2.8,0.0604,0.05,Full-time,Debt Consolidation,0
43472.26,8943.32,727,0.0518,0,87.9,11.3,0.0579,0.0656,Full-time,Debt Consolidation,0
47739.33,2209.56,654,0.2547,0,74.8,2.8,0.0495,0.05,Full-time,Home Improvement,0
96176.2,2183.5,692,0.1754,0,73.1,7.3,0.0186,0.05,Full-time,Debt Consolidation,0
29421.2,2056.09,828,0.1854,1,100.0,10.7,0.1029,0.05,Full-time,Major Purchase,0
19476.95,15581.56,760,0.1167,0,88.6,5.4,0.2352,0.2875,Self-employed,Business,0
50725.0,11228.41,619,0.2373,0,69.5,7.9,0.0868,0.0912,Unemployed,Business,0
67506.47,54005.18,514,0.4344,0,39.3,8.9,0.2383,0.1864,Full-time,Debt Consolidation,1
37049.98,14432.13,549,0.3059,3,41.0,10.2,0.2501,0.0931,Full-time,Debt Consolidation,1
21769.23,17113.32,718,0.2833,0,76.4,8.4,0.2824,0.2345,Self-employed,Debt Consolidation,0
43866.09,33957.96,648,0.2388,0,53.0,4.1,0.225,0.333,Full-time,Debt Consolidation,0
63816.52,15548.29,647,0.2607,0,75.2,5.8,0.0879,0.0695,Part-time,Business,0
77800.25,29405.99,740,0.0558,0,89.8,10.5,0.0959,0.1771,Full-time,Home Improvement,0
78203.39,26754.95,654,0.4164,0,61.5,1.0,0.1204,0.137,Full-time,Education,0
27461.83,11514.76,779,0.3787,0,100.0,3.6,0.1999,0.1047,Full-time,Education,0
77631.51,18890.09,662,0.6096,0,60.1,3.3,0.1149,0.0678,Full-time,Home Improvement,0
61498.56,20075.23,554,0.4224,0,46.4,8.4,0.1278,0.0909,Full-time,Debt Consolidation,0
97799.3,55929.14,654,0.1557,1,76.0,6.4,0.161,0.2046,Full-time,Debt Consolidation,0
71361.87,18355.66,737,0.1244,0,85.1,9.4,0.0743,0.088,Full-time,Education,0
41930.08,33544.07,528,0.3311,0,28.1,14.0,0.2488,0.2569,Full-time,Debt Consolidation,1
58330.33,38854.54,711,0.1987,0,76.1,2.8,0.1844,0.1646,Full-time,Home Improvement,0
27889.89,22311.91,478,0.3351,0,40.2,5.2,0.2785,0.3449,Full-time,Debt Consolidation,1
35616.83,10270.45,694,0.3272,0,72.5,6.2,0.1354,0.0936,Full-time,Home Improvement,0
20824.6,5785.73,688,0.2701,0,92.2,3.2,0.1601,0.0738,Full-time,Debt Consolidation,0
45408.62,3975.75,732,0.488,1,61.5,10.2,0.1248,0.05,Full-time,Home Improvement,0
46857.19,19811.07,591,0.3538,2,67.1,2.6,0.207,0.1342,Full-time,Debt Consolidation,0
65550.49,15789.86,715,0.1294,1,72.3,5.1,0.0903,0.0692,Unemployed,Home Improvement,0
36407.55,29126.04,785,0.2753,0,69.1,7.8,0.2464,0.2556,Full-time,Debt Consolidation,0
41739.48,33391.59,699,0.2834,1,91.6,5.3,0.2696,0.4034,Part-time,Debt Consolidation,1
33963.11,22794.68,732,0.419,0,79.2,12.6,0.2499,0.1639,Full-time,Home Improvement,0
47072.09,14784.04,693,0.1796,0,82.7,8.8,0.1029,0.088,Full-time,Education,0
59571.3,10206.95,647,0.5876,0,,,0.1121,0.0642,Full-time,Debt Consolidation,0
26637.85,21310.28,665,0.0442,0,69.7,5.1,0.2039,0.2016,Full-time,Major Purchase,0
25061.0,20048.8,689,0.1152,1,85.6,14.7,0.273,0.2356,Unemployed,Education,0
96347.43,5430.22,671,0.3161,0,88.7,5.3,0.0371,0.05,Full-time,Major Purchase,0
104230.41,35144.49,584,0.7746,1,50.5,3.3,0.1459,0.0954,Full-time,Debt Consolidation,1
86378.28,6161.38,594,0.3041,1,,,0.0564,0.05,Full-time,Home Improvement,0
61210.9,48968.72,766,0.3175,0,83.5,4.0,0.2293,0.1855,Full-time,Home Improvement,0
32374.04,4458.26,720,0.1678,0,80.6,6.0,0.0704,0.05,Full-time,Debt Consolidation,0
23760.63,5581.07,706,0.2639,0,66.7,6.6,0.1364,0.0648,Full-time,Debt Consolidation,0
56868.49,33317.75,592,0.4,1,99.9,1.7,0.2124,0.1834,Full-time,Debt Consolidation,0
85277.76,4003.3,756,0.091,1,84.5,6.5,0.033,0.05,Part-time,Major Purchase,0
63119.89,2580.16,635,0.0494,0,68.0,7.9,0.0154,0.05,Full-time,Debt Consolidation,0
39870.29,27381.46,652,0.153,0,51.0,5.4,0.1924,0.2537,Full-time,Major Purchase,0
62263.93,28891.71,782,0.5221,0,100.0,3.1,0.1717,0.2442,Full-time,Debt Consolidation,0
84559.05,2539.84,650,0.2555,2,,,0.0573,0.05,Full-time,Debt Consolidation,0
62773.84,11783.74,718,0.3033,1,72.4,22.3,0.099,0.0832,Full-time,Debt Consolidation,0
34133.95,2452.44,678,0.1016,0,57.8,11.4,0.0387,0.05,Full-time,Debt Consolidation,0
53678.91,42943.13,719,0.2976,0,75.9,3.4,0.2319,0.2003,Full-time,Home Improvement,0
17279.35,13823.48,622,0.147,0,54.3,8.1,0.2533,0.3084,Full-time,Business,0
38137.06,30509.65,670,0.165,0,80.1,4.3,0.2232,0.3205,Full-time,Debt Consolidation,0
43222.07,7582.69,805,0.5788,0,100.0,5.6,0.1385,0.0667,Full-time,Debt Consolidation,0
49490.91,10734.55,670,0.4483,2,94.9,6.2,0.1658,0.0758,Part-time,Home Improvement,0
72195.84,25541.57,559,0.0605,1,54.8,8.4,0.1076,0.19,Full-time,Debt Consolidation,0
66268.3,24430.04,682,0.407,0,81.3,3.3,0.1327,0.0924,Full-time,Debt Consolidation,0
77873.22,3018.82,582,0.1712,0,75.1,12.0,0.0251,0.05,Full-time,Education,0
45280.78,5081.71,680,0.4279,0,96.3,5.2,0.095,0.05,Full-time,Education,0
41576.04,9814.84,616,0.4717,1,65.8,1.8,0.1672,0.1383,Full-time,Education,0
127375.86,10023.66,639,0.3236,0,67.3,3.3,0.0372,0.05,Unemployed,Home Improvement,0
47356.08,11665.62,634,0.4168,0,63.5,2.0,0.1225,0.0842,Self-employed,Debt Consolidation,0
28093.69,11546.07,728,0.1322,1,52.5,8.0,0.1752,0.1531,Full-time,Education,0
25805.95,6296.0,510,0.261,1,52.1,8.5,0.1779,0.1118,Full-time,Debt Consolidation,1
39541.65,2372.06,678,0.2352,1,95.3,7.2,0.0876,0.05,Self-employed,Debt Consolidation,0
126750.61,4973.6,650,0.139,0,100.0,19.9,0.0173,0.05,Part-time,Home Improvement,0
47675.77,7086.97,528,0.2659,0,56.0,3.8,0.0758,0.0681,Full-time,Business,0
65582.22,11834.22,626,0.2407,0,65.1,7.5,0.0697,0.0831,Full-time,Major Purchase,0
56217.59,18491.64,543,0.2439,0,52.0,2.6,0.1102,0.0844,Full-time,Business,0
100549.43,54500.99,571,0.0637,1,80.0,7.3,0.1466,0.1874,Self-employed,Home Improvement,0
120792.55,18598.45,585,0.1698,1,65.7,18.0,0.057,0.0709,Full-time,Debt Consolidation,0
37476.19,29980.95,689,0.3352,0,91.3,6.1,0.2564,0.2048,Full-time,Major Purchase,0
84310.72,25578.28,526,0.0511,1,49.2,9.7,0.0914,0.1157,Full-time,Debt Consolidation,0
128495.01,8390.07,579,0.4525,0,83.3,8.6,0.041,0.05,Part-time,Home Improvement,0
48684.5,11983.07,695,0.4105,0,77.5,4.9,0.1198,0.0723,Full-time,Debt Consolidation,0
49233.58,39386.86,674,0.0344,0,100.0,1.7,0.197,0.1952,Full-time,Debt Consolidation,0
50161.18,5422.4,817,0.4147,1,100.0,7.4,0.1094,0.05,Full-time,Education,0
59680.26,2079.7,694,0.3221,1,71.5,9.6,0.0673,0.05,Full-time,Debt Consolidation,0
81327.78,7181.92,635,0.0032,0,45.8,9.0,0.0215,0.05,Full-time,Home Improvement,0
71358.59,14220.01,814,0.0473,0,96.5,5.3,0.0526,0.0508,Full-time,Debt Consolidation,0
45530.28,29844.21,746,0.3105,1,87.3,2.7,0.2328,0.1896,Self-employed,Major Purchase,0
90303.22,21419.84,652,0.1577,0,67.4,1.2,0.0695,0.0883,Full-time,Debt Consolidation,0
140881.74,50670.41,651,0.1896,1,86.1,2.8,0.1045,0.1119,Part-time,Debt Consolidation,0
49724.63,8090.19,710,0.3562,1,89.3,4.0,0.1148,0.08,Self-employed,Major Purchase,0
100256.04,37895.97,623,0.4579,0,39.6,9.0,0.1236,0.0929,Full-time,Debt Consolidation,0
63593.99,13143.97,653,0.0838,0,77.5,4.0,0.0591,0.1189,Full-time,Major Purchase,0
149116.75,34523.91,720,0.2027,1,100.0,7.6,0.0734,0.1027,Full-time,Debt Consolidation,0
57515.27,20545.43,653,0.0539,0,92.8,7.6,0.0925,0.0904,Part-time,Home Improvement,0
64987.55,6569.32,613,0.3333,1,80.4,1.4,0.0797,0.05,Full-time,Major Purchase,0
34487.53,27590.02,665,0.6225,1,87.6,3.6,0.3567,0.247,Full-time,Major Purchase,0
88729.44,11136.0,628,0.3815,1,31.7,15.2,0.0746,0.05,Part-time,Major Purchase,0
42612.99,9932.85,707,0.5865,1,100.0,5.4,0.1832,0.0602,Full-time,Home Improvement,0
114137.15,6716.91,740,0.1317,1,57.8,13.8,0.0329,0.05,Full-time,Major Purchase,0
43821.78,15694.21,687,0.4134,0,75.9,1.7,0.1539,0.1029,Self-employed,Debt Consolidation,0
65980.91,33790.35,467,0.4306,0,35.3,1.5,0.1699,0.2898,Full-time,Home Improvement,1
48329.64,25813.96,578,0.2432,0,60.5,11.7,0.1644,0.1631,Full-time,Education,0
89596.39,71677.12,682,0.0876,0,24.6,4.6,0.199,0.2834,Full-time,Home Improvement,0
204981.88,18949.74,700,0.6157,1,64.5,4.8,0.0497,0.05,Unemployed,Debt Consolidation,1
29170.05,16939.98,755,0.4995,0,76.0,7.1,0.2627,0.1394,Full-time,Debt Consolidation,0
100150.26,8784.4,676,0.1215,0,83.2,6.7,0.0298,0.05,Self-employed,Major Purchase,0
60727.88,16162.06,596,0.1448,0,,,0.081,0.0716,Unemployed,Business,0
49458.53,16457.94,693,0.0675,0,65.4,11.0,0.0897,0.0813,Part-time,Major Purchase,0
97939.52,9256.47,602,0.3633,1,37.6,11.0,0.0616,0.05,Full-time,Business,0
164331.23,14342.14,722,0.2601,0,98.2,1.2,0.0323,0.05,Full-time,Home Improvement,0
50045.18,33277.13,668,0.3172,0,56.1,4.1,0.2052,0.2641,Part-time,Debt Consolidation,0
28198.54,7885.37,629,0.1174,0,66.7,5.2,0.0971,0.0845,Self-employed,Education,0
37037.1,29629.68,716,0.44,0,64.8,8.2,0.2775,0.2152,Full-time,Debt Consolidation,0
151026.42,13441.61,607,0.1582,2,28.3,4.1,0.0448,0.05,Full-time,Debt Consolidation,1
22196.42,7491.19,607,0.4446,0,65.1,3.9,0.2252,0.1919,Full-time,Debt Consolidation,0
47823.16,5705.6,719,0.4263,0,73.5,10.2,0.0928,0.05,Full-time,Home Improvement,0
42817.75,21379.65,635,0.4868,0,77.0,3.4,0.2017,0.1543,Full-time,Business,0
49334.19,6246.86,620,0.2508,0,38.6,2.9,0.067,0.05,Part-time,Debt Consolidation,0
33538.34,26830.67,693,0.2195,0,99.9,1.4,0.2391,0.2538,Self-employed,Major Purchase,0
125276.4,13774.33,785,0.3561,2,97.2,3.4,0.066,0.05,Full-time,Home Improvement,0
53718.38,17026.71,696,0.539,2,74.0,9.6,0.193,0.0897,Self-employed,Debt Consolidation,0
42590.22,18415.68,642,0.2397,0,52.3,0.7,0.1443,0.1053,Full-time,Business,0
45326.74,28079.94,539,0.3876,0,53.3,5.2,0.2103,0.2094,Full-time,Debt Consolidation,1
74200.98,31994.16,761,0.5298,1,95.8,6.3,0.1711,0.1128,Full-time,Debt Consolidation,0
45804.69,2442.67,631,0.123,1,69.8,5.8,0.0583,0.05,Full-time,Debt Consolidation,0
50532.76,40426.21,570,0.2239,1,52.6,1.8,0.2476,0.1966,Part-time,Debt Consolidation,1
99496.45,34607.92,590,0.1496,0,55.4,10.2,0.0943,0.087,Full-time,Business,0
29335.43,3130.79,552,0.5888,0,26.7,8.5,0.1701,0.05,Full-time,Debt Consolidation,1
22087.28,17669.83,605,0.2786,0,76.2,7.0,0.2828,0.2176,Part-time,Debt Consolidation,0
92725.96,8670.93,643,0.4954,0,59.1,1.8,0.0609,0.05,Full-time,Major Purchase,0
18720.35,14976.28,751,0.1978,2,,,0.3963,0.2473,Full-time,Business,0
104211.17,4396.69,668,0.1661,0,82.1,1.7,0.0216,0.05,Full-time,Business,0
92282.97,32387.82,725,0.2185,0,79.6,6.0,0.1013,0.1122,Part-time,Debt Consolidation,0
37909.83,19344.13,566,0.3195,1,61.2,2.0,0.2148,0.2702,Full-time,Business,1
80049.3,11392.29,748,0.0206,0,63.6,5.9,0.036,0.05,Full-time,Debt Consolidation,0
28659.43,11771.42,758,0.5446,1,90.3,8.4,0.2773,0.1025,Full-time,Debt Consolidation,0
29851.42,23881.14,607,0.0187,0,45.5,7.9,0.1965,0.2472,Unemployed,Debt Consolidation,1
58999.7,18556.89,561,0.3814,1,32.5,3.4,0.1424,0.0925,Full-time,Debt Consolidation,1
35820.33,19343.76,719,0.1361,0,86.2,3.7,0.157,0.2165,Part-time,Debt Consolidation,0
18330.75,14664.6,720,0.1566,0,100.0,8.3,0.2535,0.3049,Full-time,Debt Consolidation,0
62282.88,30494.81,621,0.2485,2,67.2,5.1,0.1848,0.1234,Full-time,Debt Consolidation,0
76284.67,2715.72,481,0.6991,0,30.9,1.8,0.0745,0.05,Self-employed,Debt Consolidation,1
123770.9,24680.38,706,0.5263,0,94.4,6.9,0.0785,0.0601,Full-time,Debt Consolidation,0
57749.34,14560.26,558,0.4417,0,59.8,5.5,0.1156,0.13,Part-time,Major Purchase,0
23518.57,18814.85,751,0.056,1,100.0,4.8,0.2602,0.2046,Part-time,Debt Consolidation,0
70705.83,41837.84,578,0.5111,1,56.2,5.7,0.211,0.1449,Full-time,Debt Consolidation,1
71243.29,2050.22,691,0.4673,0,82.4,4.7,0.0541,0.05,Full-time,Education,0
40590.11,32472.09,662,0.4792,2,62.7,10.6,0.3361,0.207,Full-time,Home Improvement,1
28651.76,22921.41,746,0.0644,0,77.0,2.3,0.2082,0.3295,Full-time,Home Improvement,0
45518.04,23979.08,541,0.5002,1,55.0,4.1,0.2319,0.1376,Full-time,Education,1
38020.33,7551.41,649,0.3654,0,65.7,5.6,0.1169,0.0541,Full-time,Debt Consolidation,0
23134.27,18507.42,651,0.2381,0,57.8,3.7,0.2661,0.2931,Full-time,Debt Consolidation,0
89336.38,8197.55,733,0.5705,1,57.1,1.1,0.0814,0.05,Full-time,Business,0
36889.97,29511.98,604,0.4597,0,82.7,5.1,0.2817,0.2457,Full-time,Debt Consolidation,0
38501.81,26474.06,686,0.206,0,69.9,10.1,0.2035,0.2677,Full-time,Debt Consolidation,0
32834.09,8137.35,592,0.0899,1,61.1,7.2,0.1158,0.0971,Full-time,Debt Consolidation,0
127246.86,16954.09,680,0.1453,1,53.4,4.9,0.0496,0.05,Full-time,Home Improvement,0
79692.39,15515.66,724,0.1274,0,87.4,8.6,0.0582,0.0611,Self-employed,Education,0
45541.89,7365.73,647,0.4781,0,72.1,5.4,0.1144,0.084,Full-time,Home Improvement,0
79437.85,18484.76,786,0.0646,1,98.1,9.3,0.0768,0.1385,Full-time,Home Improvement,0
71444.42,44475.07,617,0.1059,1,62.9,3.2,0.1769,0.1891,Full-time,Debt Consolidation,0
60608.13,22464.36,665,0.6972,0,100.0,2.3,0.1718,0.1028,Full-time,Debt Consolidation,0
51599.6,15882.42,703,0.2063,0,71.3,5.0,0.1027,0.1132,Full-time,Home Improvement,0
68910.43,4845.85,611,0.1984,1,62.6,3.7,0.055,0.05,Full-time,Education,0
69045.43,15256.5,523,0.4285,0,36.2,10.3,0.0977,0.0577,Full-time,Education,0
